"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"80.58","Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.08","7.25",7,"7.5","7.08","7.33",10,10,10,"7.33",0,0,0,"NA","NA","NA","NA"
"80.5","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","王秋金","Other","Natural / Dry","7.17","7.17","7.17","7.42","7.17","7.25",10,10,10,"7.17",0,0,0,"Blue-Green",50,50,50
"80.5","Arabica","juan luis alvarado romero","Guatemala","el guayabo","Caturra","Washed / Wet","7.33","7.25","7.08","7.17","7.25","7.17",10,10,10,"7.25","0.1",0,0,"Green",1500,1500,1500
"80.5","Arabica","janny marlith torres","Honduras","la bendicion","Catuai","Washed / Wet","7.58","7.33",7,"7.17","7.33","7.08",10,10,10,7,"0.11",0,0,"Green",1650,1650,1650
"80.5","Arabica","case noyale ltd","Mauritius","case noyale ltd","NA","NA","7.25","7.25","7.17","7.17","7.25","7.17",10,10,10,"7.25","0.12",0,0,"Green",280,280,280
"80.5","Arabica","bourbon specialty coffees","Brazil","cachoeira da grama farm","Yellow Bourbon","Semi-washed / Semi-pulped","7.25","7.33","7.17","7.5","7.33","7.25","9.33",10,10,"7.33","0.11",0,0,"Green",1250,1250,1250
"80.5","Arabica","shwe yin mar coffee","Myanmar","mixed","Other","Washed / Wet","7.17","7.33","7.17","7.42","7.25","7.08",10,10,10,"7.08",0,0,0,"Green",3800,3800,3800
"80.5","Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.5","7.17","6.83","7.5","7.17","7.17",10,10,10,"7.17","0.11",0,0,"Green","1219.2","1219.2","1219.2"
"80.5","Arabica","jacques pereira carneiro","Brazil","pereira estate coffee","Yellow Bourbon","Semi-washed / Semi-pulped","7.42","7.42","7.08","7.33","7.67","7.5","9.33","9.33",10,"7.42","0.1",0,0,"None",1250,1250,1250
"80.5","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.42","7.33","7.33","7.58","7.58","7.42","8.67",10,10,"7.17","0.11",1,0,"Green","NA","NA","NA"
"80.5","Arabica","juan luis alvarado romero","Guatemala","barranca de las flores","Bourbon","Washed / Wet","7.5","7.5",7,"7.67","7.17",7,10,10,10,"6.67","0.12",1,0,"Green","1859.28","1859.28","1859.28"
"80.5","Arabica","israel eduardo paz garcia","Mexico","peña negra","Typica","Washed / Wet","7.25","7.25","7.08","7.33","7.25","7.17",10,10,10,"7.17","0.15",0,0,"None",1450,1450,1450
"80.42","Arabica","cadexsa","Honduras","bethel","NA","NA","7.25","7.42",7,"7.42","7.33",7,10,10,10,7,"0.1",0,0,"Green",1450,1450,1450
"80.42","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","春風咖啡","Typica","Washed / Wet","7.58","7.17","7.17","7.17","7.17","7.17",10,10,10,7,"0.14",0,0,"Green",600,600,600
"80.42","Arabica","lusso lab","El Salvador","finca la fany","Bourbon","Washed / Wet","7.33","7.17","7.08","7.08","7.33","7.17",10,10,10,"7.25",0,0,0,"Green",1450,1450,1450
"80.42","Arabica","adam ciruli ye","China","alicia's farm","Other","Washed / Wet","7.25","7.08","7.25","7.17","7.33","7.17",10,10,10,"7.17","0.17",0,0,"Green",1700,1700,1700
"80.42","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","guoxing farm coffee 國姓農場咖啡","Typica","Washed / Wet","7.25","7.25","7.17","7.25","7.25","7.25",10,10,10,7,"0.11",0,0,"Green",600,600,600
"80.42","Arabica","alfredo bojalil","Mexico","copalita","Typica","Washed / Wet","6.92","7.17","7.08","7.5","7.33","7.17",10,10,10,"7.25","0.1",2,0,"Green",1050,1050,1050
"80.42","Arabica","armando luis pohlenz martinez","Mexico","NA","Caturra","Washed / Wet","7.42","7.08","7.08","7.33","7.25","7.17",10,10,10,"7.08","0.12",4,0,"Green",1550,1550,1550
"80.33","Arabica","simon mahinda","Burundi","NA","NA","NA","7.08","7.25","7.17","7.33","7.08","7.08",10,10,10,"7.33","0.12",0,0,"Green",1700,1700,1700
"80.33","Arabica","delfina leon shine","Tanzania, United Republic Of","delfina farm","Bourbon","Washed / Wet","7.25","7.17",7,"7.25","7.42","7.08",10,10,10,"7.17","0.13",0,0,"Green",1700,1700,1700
"80.33","Arabica","kongoni estate","Tanzania, United Republic Of","kongoni estate","Other","Washed / Wet","7.25","7.17","7.25","7.25","7.25","7.08",10,10,10,"7.08","0.12",0,0,"Bluish-Green","NA","NA","NA"
"80.33","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","tokoffee莊園","Yellow Bourbon","Other","7.25","7.25","7.08","7.25","7.25","7.25",10,10,10,7,"0.11",0,0,"Green",600,600,600
"80.33","Arabica","juan luis alvarado romero","Guatemala","la castellana","Bourbon","Washed / Wet","7.33","7.33","6.83","7.5",7,"7.17",10,10,10,"7.17","0.11",1,0,"Green","1310.64","1310.64","1310.64"
"80.33","Arabica","miguel cortes moreno","Mexico","NA","Typica","Semi-washed / Semi-pulped","7.25","7.08","7.08","7.33","7.33","7.17",10,10,10,"7.08","0.11",0,0,"Green",940,940,940
"80.33","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Washed / Wet","7.17","7.5","6.92","7.33","7.67","7.33","9.33",10,10,"7.08","0.12",5,0,"Green","NA","NA","NA"
"80.33","Arabica","ethiopia commodity exchange","Ethiopia","NA","NA","NA","7.25","7.25","7.25","7.33","7.5",8,"9.33","9.33",10,"7.08","0.1",0,0,"NA","NA","NA","NA"
"80.25","Arabica","volcafe ltda. - brasil","Brazil","são rafael_ ra/ras certified","Catuai","Natural / Dry","7.17","7.33","7.42","7.08",7,7,10,10,10,"7.25","0.11",0,1,"Green",995,995,995
"80.25","Arabica","bismarck castro","Honduras","las moras","Caturra","Natural / Dry","7.25","7.25",7,7,"7.42",7,10,10,10,"7.33","0.1",0,0,"Green",1400,1400,1400
"80.25","Arabica","cafe de don balbino s.c. de r.l. de c.v.","Mexico","cortapico","Caturra","Washed / Wet","7.25","7.17",7,"7.33","7.33",7,10,10,10,"7.17","0.1",0,0,"Green",1600,1600,1600
"80.25","Arabica","bob mccauley","Myanmar","waylead farms","Other","Natural / Dry",8,"7.08",7,"7.33","7.08","6.92",10,10,10,"6.83","0.11",1,0,"Green","914.4","914.4","914.4"
"80.25","Arabica","u htun htun","Myanmar","thein kone","Catuai","Natural / Dry","7.42",7,"7.08",7,"7.17","7.33",10,10,10,"7.25",0,0,0,"Green",4287,4287,4287
"80.25","Arabica","gloria antonieta escobar urrutia","Nicaragua","finca el consuelo","Caturra","Washed / Wet","7.08","6.92",7,"7.25","7.5","7.25",10,10,10,"7.25","0.11",0,0,"Green",900,900,900
"80.25","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5","7.08","7.67","7.67","7.42","7.58","9.33","9.33","9.33","7.33","0.12",4,0,"Green","NA","NA","NA"
"80.25","Arabica","honor dela fuente","Colombia","NA","Typica","Washed / Wet","7.42",8,"7.83","7.75","8.08","7.58","8.67","8.67","8.67","7.58","0.1",0,0,"Green","NA","NA","NA"
"80.25","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","weng hui ling 翁惠鈴","Typica","Semi-washed / Semi-pulped","7.25","7.08","7.25","7.25","7.17","7.25",10,10,10,7,"0.11",0,0,"Green",700,700,700
"80.25","Arabica","the coffee source inc.","Guatemala","several","Caturra","Washed / Wet",7,"7.17","7.33","7.33",7,"7.17",10,10,10,"7.25","0.11",1,0,"Green",1400,1400,1400
"80.25","Arabica","saul m. hernandez ramirez","Mexico","mirador","Caturra","Washed / Wet","7.58","7.33","7.17","7.25","6.75",7,10,10,10,"7.17","0.11",2,0,"None",808,808,808
"80.17","Arabica","sunvirtue co., ltd.","Vietnam","apollo estate","Catimor","Other","7.42","7.25","7.25","7.58","7.42","7.33","8.67",10,10,"7.25",0,0,0,"NA",1550,1550,1550
"80.17","Arabica","exportadora atlantic, s.a.","Nicaragua","los mesones","Caturra","Washed / Wet","7.17","7.08","7.08","7.33","7.25","7.08",10,10,10,"7.17","0.11",0,0,"NA",1100,1275,"1187.5"
"80.17","Arabica","cadexsa","Honduras","cerro bueno","Catuai","Washed / Wet","7.25","7.25",7,"7.17","7.08","7.08",10,10,10,"7.33","0.11",0,0,"Green",1400,1400,1400
"80.17","Arabica","juan luis alvarado romero","Guatemala","el morito","Bourbon","Washed / Wet","7.33","7.33",7,"7.17","7.17","7.17",10,10,10,7,"0.11",0,0,"Green","1310.64","1310.64","1310.64"
"80.17","Arabica","pablo enrique martinez gama","Mexico","la orduña, coatepec, veracruz","Typica","Washed / Wet","7.33","7.08","6.92","7.42","7.25","7.08",10,10,10,"7.08","0.11",0,0,"Green",1250,1250,1250
"80.17","Arabica","israel eduardo paz garcia","Mexico","el carrizo","Typica","Washed / Wet","7.58","7.42","7.33","7.5","7.08","7.17","8.67",10,10,"7.42","0.14",1,0,"Green",1550,1550,1550
"80.17","Arabica","marco virgilio ramirez teliz","Mexico","el aguacate","Bourbon","Washed / Wet","7.33","7.33","7.17","7.08","7.25",7,10,10,10,7,"0.12",0,0,"Green",1000,1000,1000
"80.17","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","Bourbon","Washed / Wet","7.33","7.33",7,"7.33",7,7,10,10,10,"7.17","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"80.17","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","NA","7.58","7.5","7.33","7.33","7.67","7.33","9.33","9.33","9.33","7.42","0.05",12,0,"NA","NA","NA","NA"
"80.08","Arabica","brayan cunha souza","Brazil","NA","Bourbon","Pulped natural / honey","7.17","7.17",7,"7.17","7.25","7.25",10,10,10,"7.08","0.11",0,0,"Green",1100,1100,1100
"80.08","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","好自在咖啡莊園","Typica","Washed / Wet","7.42","7.25","7.25","7.17",7,7,10,10,10,7,"0.07",0,0,"Green",850,850,850
"80.08","Arabica","honor dela fuente","Nicaragua","NA","NA","Natural / Dry","7.25","7.17","6.92","7.25","7.17","7.25",10,10,10,"7.08","0.1",0,0,"Green","NA","NA","NA"
"80.08","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","sheng he shang pin coffee 聖荷上品咖啡坊","Typica","Other","7.25","7.25","7.25","7.25","7.08",7,10,10,10,7,"0.11",0,0,"Green",200,200,200
"80.08","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","a shu she coffee 阿束社咖啡莊園","Typica","Washed / Wet","7.25","7.25","7.25",7,"7.25","7.08",10,10,10,7,"0.11",0,0,"Green",150,150,150
"80.08","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","wu kun shan coffee 吳焜山咖啡園","Typica","Semi-washed / Semi-pulped","7.25","7.25","7.25","7.08","7.17","7.08",10,10,10,7,"0.11",0,0,"Green",250,250,250
"80.08","Arabica","israel eduardo paz garcia","Mexico","el tabaco","Typica","Washed / Wet","7.33","7.17","7.25","7.08","7.08","7.08",10,10,10,"7.08","0.15",0,0,"None",1300,1300,1300
"80.08","Arabica","federico pacheco perez","Mexico","NA","Typica","Washed / Wet","7.25","7.08",7,"7.17","7.33","7.17",10,10,10,"7.08","0.14",1,0,"Green",1300,1300,1300
80,"Arabica","comercial internacional exportadora, s.a.","Nicaragua","santa matilde","Caturra","Washed / Wet","7.33","7.08","6.92","7.08","7.42","7.17",10,10,10,7,"0.1",0,0,"Green",1250,1250,1250
80,"Arabica","ngu shwe li","Myanmar","doe kwin","Other","Washed / Wet","7.17","7.33",7,"7.42","7.17",7,10,10,10,"6.92",0,0,0,"Green",3845,3845,3845
80,"Arabica","kurt kappeli","Mexico","various","Typica","Washed / Wet","7.58","7.75","7.42","7.5","7.5","7.5","8.67","8.67",10,"7.42",0,0,0,"Green",1300,1500,1400
80,"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","zhang li hong coffee 張立宏咖啡莊園","Typica","Washed / Wet","7.25","7.25","7.25",7,"7.25",7,10,10,10,7,"0.11",0,0,"Green",250,250,250
80,"Arabica","doi tung development project","Thailand","doi tung development project","NA","Washed / Wet","7.33","6.67","7.08","7.42","7.42","7.08",10,10,10,7,0,0,0,"Green",800,800,800
80,"Arabica","pablo enrique martinez gama","Mexico","la orduña, coatepec, veracruz","Typica","Washed / Wet","7.25","7.25","7.08","7.17","7.33","7.33","9.33",10,10,"7.25","0.12",0,0,"Green",1250,1250,1250
80,"Arabica","semiramis casas velazquez","Mexico","santa clara, california y camila","Other","Washed / Wet","7.08","7.33",7,"7.33","7.08",7,10,10,10,"7.17","0.11",0,0,"Green",1100,1100,1100
80,"Arabica","ethiopia commodity exchange","Ethiopia","phone number | 0911-51-08-01, email | at","NA","NA","7.42","7.42","7.5","7.92","7.75","7.58","8.67","9.33","8.67","7.75","0.05",0,0,"NA","NA","NA","NA"
"79.92","Arabica","federacion nacional de cafeteros","Colombia","NA","NA","Washed / Wet","7.83","7.67","7.58","7.75","7.83","7.17","6.67",10,10,"7.42",0,0,0,"Green","NA","NA","NA"
"79.92","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5",7,7,"6.92","7.33","7.17",10,10,10,7,"0.11",1,0,"Green","NA","NA","NA"
"79.92","Arabica","calixto guillen vazquez","Mexico","various","Bourbon","Washed / Wet","7.33","7.08","7.08","7.33","7.42","7.17","9.33",10,10,"7.17","0.12",0,0,"Green",1300,1300,1300
"79.92","Arabica","alejandro garcia palacios","Mexico","finca buenos aires","Other","Washed / Wet","7.17","7.17","6.92","7.25","7.33","7.08",10,10,10,7,"0.12",1,0,"Green",1100,1100,1100
"79.92","Arabica","christina dusing","Mexico","rancho san francisco iii","Bourbon","Washed / Wet","7.5","7.17",7,"7.17","7.25","7.08",10,10,10,"6.75",0,0,0,"NA",1100,1100,1100
"79.92","Arabica","montegrande","Mexico","finca monte grande","Catuai","Washed / Wet","7.17","7.08","7.08","7.08","7.5","7.33","9.33",10,10,"7.33","0.11",0,0,"Green",1100,1100,1100
"79.92","Arabica","pablo enrique martinez gama","Mexico","finca la orduña","Typica","Natural / Dry","7.33","7.25",7,"7.42","7.17","7.17","9.33",10,10,"7.25","0.12",0,0,"Green",1250,1250,1250
"79.92","Arabica","jesus carlos cadena valdivia","Mexico","finca huehuetecpan","Mundo Novo","Washed / Wet","7.17","7.33","7.08","7.58","7.33","7.08",10,"9.33",10,7,"0.11",0,0,"Green",1250,1250,1250
"79.92","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","NA","7.5","7.42","7.58","7.42","7.5","7.58","8.67","8.67",10,"7.58","0.05",3,0,"NA","NA","NA","NA"
"79.83","Arabica","kennedy macharia","Kenya","yara estate / benvar estate","SL34","Washed / Wet",7,"7.08",7,"7.17","7.25","7.25",10,10,10,"7.08","0.11",0,1,"NA",1500,1500,1500
"79.83","Arabica","juan luis alvarado romero","Guatemala","piamonte","Bourbon","Washed / Wet","7.33","7.25","6.92","7.33","7.25","7.33","9.33",10,10,"7.08","0.1",0,0,"Green",1700,1700,1700
"79.83","Arabica","asociación aldea global jinotega","Nicaragua","asociación aldea global jinotega","Caturra","Washed / Wet","6.83","7.17","7.17","6.92","7.5","7.08",10,10,10,"7.17","0.11",0,0,"Green",1250,1250,1250
"79.83","Arabica","sergio de la vequia bernardi","Mexico","la cuchilla","Typica","Washed / Wet","7.17","7.08",7,"7.25","7.5",7,10,10,10,"6.83","0.12",0,0,"Green",1300,1300,1300
"79.83","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.58","7.08","6.83","7.17","7.5","7.17","9.33",10,10,"7.17","0.12",7,0,"Blue-Green","NA","NA","NA"
"79.75","Arabica","juan luis alvarado romero","Guatemala","la esperanza","Bourbon","Washed / Wet","7.5","7.42","7.25","7.58","7.33","7.42","9.33","9.33","9.33","7.25","0.1",0,4,"Green",190164,190164,190164
"79.75","Arabica","lin, che-hao krude 林哲豪","Taiwan","ka-vulungan coffee estate","Typica","Natural / Dry","7.75","7.33","7.17","7.33","7.67","7.83","9.33","9.33","8.67","7.33",0,0,0,"NA",800,1200,1000
"79.75","Arabica","lin, che-hao krude 林哲豪","Taiwan","baijiada coffee farm佰加達咖啡莊園","Typica","Washed / Wet","7.08","7.08","7.25",7,"7.17","7.17",10,10,10,7,"0.1",0,0,"Blue-Green",500,700,600
"79.75","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.25","7.08","6.92","7.5","7.08","6.92",10,10,10,7,"0.12",0,0,"Green",800,800,800
"79.75","Arabica","dane loraas","Peru","NA","NA","Washed / Wet",7,"7.08",7,"7.25","7.5","7.42","9.33",10,10,"7.17","0.12",1,0,"Green","NA","NA","NA"
"79.75","Arabica","the coffee source inc.","Costa Rica","several","Catuai","Washed / Wet","7.58","7.5","7.67","7.75","7.67","7.58",8,8,10,8,"0.1",0,0,"Bluish-Green",1100,1100,1100
"79.75","Arabica","fredy gordillo reyes","Mexico","union ramal santa cruz","Typica","Washed / Wet","7.58","7.08",7,7,"7.5","6.92",10,10,10,"6.67","0.12",0,0,"Green",1400,1400,1400
"79.75","Arabica","leonides de la cruz lopez","Mexico","comonyaj noptic s de ss","Bourbon","Washed / Wet","7.58","7.08","6.92","7.58","7.5","6.92",10,"9.33",10,"6.83","0.13",0,0,"Green",1022,1022,1022
"79.75","Arabica","calixto guillen vazquez","Mexico","various","Bourbon","Washed / Wet","7.25","7.08",7,"7.17","7.17","7.08",10,10,10,7,"0.12",0,0,"Green",1300,1300,1300
"79.75","Arabica","israel eduardo paz garcia","Mexico","peña negra","Bourbon","Washed / Wet","7.25","7.17","7.17","7.08","7.17",7,10,10,10,"6.92","0.14",0,0,"None",1450,1450,1450
"79.75","Arabica","alfredo bojalil","Mexico","el vergel","Typica","Washed / Wet","7.33","7.25",7,"7.08","7.08",7,10,10,10,7,"0.1",1,0,"Green",1050,1050,1050
"79.75","Arabica","lusso lab","Guatemala","genuine antigua medina","Bourbon","Washed / Wet","7.58","7.33","7.5","7.33",7,"7.33","9.33","9.33","9.33","7.67",0,0,0,"Green","NA","NA","NA"
"79.75","Arabica","montegrande","Mexico","finca monte grande","Typica","Washed / Wet","7.25","6.83","6.92","7.08","7.25","7.08",10,10,10,"7.33","0.12",0,0,"NA",1100,1100,1100
"79.67","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","Bourbon","Washed / Wet","7.42","7.42","7.25","7.58","7.42","7.33","9.33","9.33","9.33","7.25","0.1",0,2,"Green","1219.2","1219.2","1219.2"
"79.67","Arabica","consejo salvadoreño del café","El Salvador","la montaña","Bourbon","Washed / Wet","7.25","7.08",7,"6.83","7.33","7.17",10,10,10,7,0,0,0,"Bluish-Green",1250,1250,1250
"79.67","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","6.92","7.17","6.83","7.42","7.17","7.08",10,10,10,"7.08","0.12",0,0,"Blue-Green",800,800,800
"79.67","Arabica","juan luis alvarado romero","Guatemala","la castellana","Bourbon","Washed / Wet","7.5",7,"6.83","7.08","7.08","7.17",10,10,10,7,"0.11",0,0,"Green","1310.64","1310.64","1310.64"
"79.67","Arabica","fredy gordillo reyes","Mexico","union ramal santa cruz","Typica","Washed / Wet","7.42","7.25","6.83","7.58","7.17","6.58",10,10,10,"6.83","0.12",0,0,"Green",1400,1400,1400
"79.67","Arabica","saul m. hernandez ramirez","Mexico","el encinal","Caturra","Washed / Wet","7.33","7.17",7,"6.75","7.08",7,10,10,10,"7.33","0.13",5,0,"None",975,975,975
"79.67","Arabica","alfredo bojalil","Mexico","consolapa","Mundo Novo","Washed / Wet","6.92","7.17","7.17","7.17","7.08","7.08",10,10,10,"7.08",0,0,0,"NA",1264,1264,1264
"79.67","Arabica","doi tung development project","Thailand","doi tung development project","Peaberry","NA","7.17","7.17",7,7,"7.25","6.92",10,10,10,"7.17",0,1,0,"NA","NA","NA","NA"
"79.58","Arabica","obed rendon ponce","Mexico","tepetzingo","Typica","Washed / Wet","7.08",7,"6.92","7.33","7.25","7.08",10,10,10,"6.92","0.12",0,0,"None",1250,1250,1250
"79.58","Arabica","armando luis pohlenz martinez","Mexico","NA","Caturra","Washed / Wet","7.25","6.92","6.92","7.33","7.25",7,10,10,10,"6.92","0.13",0,0,"Green",1550,1550,1550
"79.58","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.25","7.17",7,"6.75","7.17","7.33",10,10,10,"6.92","0.1",0,0,"NA",1800,1800,1800
"79.58","Arabica","carl walker","Guatemala","la igualdad","NA","NA","7.08",7,"6.83","7.33","7.25",7,10,10,10,"7.08","0.17",1,0,"NA","1066.8","1584.96","1325.88"
"79.5","Arabica","cooperativa el gorrion r.l","Nicaragua","las nubes","Caturra","Natural / Dry","6.92","6.92",7,"7.42","7.25",7,10,10,10,7,"0.12",0,0,"Green",1050,1050,1050
"79.5","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","su-zhen huang 黃素真","Typica","Natural / Dry","6.92",7,"7.17",7,"7.42",7,10,10,10,7,0,0,0,"NA",700,700,700
"79.5","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.83","7.5","7.42","7.42","7.67","7.5",10,"6.67",10,"7.5",0,0,0,"Green",1550,1550,1550
"79.5","Arabica","armando luis pohlenz martinez","Mexico","NA","Caturra","Washed / Wet","7.25","7.08","6.92","7.25","7.58","7.08","9.33",10,10,7,"0.12",1,0,"Green",1550,1550,1550
"79.5","Arabica","mario jose fernandez","Mexico","casa blanca","Typica","Washed / Wet","7.25","7.33",7,"7.25","7.17","7.17","9.33",10,10,7,"0.12",0,0,"Bluish-Green",1100,1100,1100
"79.42","Arabica","juan luis alvarado romero","Guatemala","el papaturro","Bourbon","Washed / Wet","7.08","7.33","7.25","7.58","7.33","7.42","9.33","9.33","9.33","7.42","0.1",0,0,"Green","1219.2","1219.2","1219.2"
"79.42","Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.25","7.33","6.83",7,7,"7.17",10,10,10,"6.83","0.1",1,0,"Green","1219.2","1219.2","1219.2"
"79.42","Arabica","adriana torres rico quevedo","Mexico","cre-leg l-4","Typica","Washed / Wet",7,"6.83","6.83","7.42","7.33","7.17",10,10,10,"6.83","0.13",0,0,"Green",800,800,800
"79.33","Arabica","rre kunene","Cote d?Ivoire","cnra station of divo","NA","Washed / Wet","7.42","7.25","6.83",7,"7.33","7.08","9.33",10,10,"7.08","0.13",1,0,"Bluish-Green",200,200,200
"79.33","Arabica","the coffee source inc.","Colombia","several","Caturra","Washed / Wet","7.42","7.25","6.75","7.25","7.42","7.25","9.33","9.33",10,"7.33",0,0,0,"Green",1200,1200,1200
"79.33","Arabica","eric jesus cordoba arroyo","Mexico","el encanto","Typica","Washed / Wet",7,7,"6.83","7.33","7.42","6.92",10,10,10,"6.83","0.14",0,0,"None",950,950,950
"79.33","Arabica","eric jesus cordoba arroyo","Mexico","la gloria","Typica","Washed / Wet","7.42","7.17","7.08","7.17","7.08","7.08","9.33",10,10,7,"0.14",0,0,"Green",750,750,750
"79.33","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","Bourbon","Washed / Wet","7.17","6.5","6.33","7.25","7.58","7.33",10,10,10,"7.17","0.11",0,0,"Green","NA","NA","NA"
"79.25","Arabica","lin, che-hao krude 林哲豪","Taiwan","baishencun coffee farm百勝村咖啡莊園","Typica","Washed / Wet","7.08","6.83","6.83","7.25","7.42","7.08",10,10,10,"6.75","0.11",0,0,"Blue-Green",850,850,850
"79.25","Arabica","marco virgilio ramirez teliz","Mexico","el aguacate","Bourbon","Washed / Wet",7,7,"6.92","7.17","7.17","7.08",10,10,10,"6.92","0.13",0,0,"Green",1000,1000,1000
"79.17","Arabica","juan luis alvarado romero","Guatemala","las delicias","Bourbon","Washed / Wet","7.33","7.42","7.33","7.42","7.5","7.42","8.67","9.33","9.33","7.42","0.1",0,0,"Green","1219.2","1219.2","1219.2"
"79.17","Arabica","janny marlith torres","Honduras","la bendicion","Catuai","Washed / Wet","7.58",7,"6.75","6.92",7,"6.92",10,10,10,7,"0.11",0,0,"Green",1650,1650,1650
"79.17","Arabica","juan luis alvarado romero","Guatemala","chapultepec","Bourbon","Washed / Wet","7.08",7,"6.92","7.42",7,"6.92",10,10,10,"6.83","0.11",0,8,"Green",1320,1320,1320
"79.17","Arabica","juan luis alvarado romero","Guatemala","el chile","Catuai","Washed / Wet","7.25","7.17","6.75","7.25",7,"6.92",10,10,10,"6.83","0.11",0,0,"Green",1300,1800,1550
"79.17","Arabica","brent hall","Costa Rica","NA","Catuai","Washed / Wet","7.17","7.42","7.5",8,"7.25","7.83",10,10,"6.67","7.33","0.1",5,0,"None","NA","NA","NA"
"79.17","Arabica","israel eduardo paz garcia","Mexico","la tejeria","Typica","Washed / Wet","7.25","7.08","6.92","7.08","7.17","7.17","9.33",10,10,"7.17","0.14",0,0,"None",1550,1550,1550
"79.17","Arabica","julio cesar robles flores","Mexico","el delirio","Typica","Washed / Wet","7.17","6.92","6.92","7.08","7.17",7,10,10,10,"6.92","0.14",0,0,"Green",1450,1450,1450
"79.17","Arabica","masamichi hiroike","Mexico","various","Typica","NA","6.75","6.75","6.83","7.25","7.58","7.08",10,10,10,"6.92","0.01",0,0,"NA",1200,1200,1200
"79.08","Arabica","juan luis alvarado romero","Guatemala","las merceditas","Bourbon","Washed / Wet","7.58","7.67","7.42","7.42","7.67","7.67","8.67","8.67","8.67","7.67","0.1",0,0,"Green",1700,1700,1700
"79.08","Arabica","german negron","United States (Puerto Rico)","hacienda caracolillo","Other","Washed / Wet","7.42","7.08","6.75","7.33","7.33","6.92",10,"9.33",10,"6.92","0.13",0,0,"Green","853.44","853.44","853.44"
"79.08","Arabica","israel eduardo paz garcia","Mexico","huanacaxtle","Typica","Washed / Wet","7.33",7,"6.92","7.25","7.33","7.08","9.33",10,10,"6.83","0.16",0,0,"None",1500,1500,1500
"79.08","Arabica","juana rodriguez gutierrez","Mexico","las palmas","Mundo Novo","Washed / Wet","7.25","7.08","6.75","7.33","7.42",7,"9.33",10,10,"6.92","0.11",0,0,"Green",1100,1100,1100
"79.08","Arabica","balbino ramirez flores","Mexico","el desmoronado","Typica","Washed / Wet","7.17","7.25","7.25","7.17","7.25","7.08","9.33","9.33",10,"7.25","0.1",0,0,"Bluish-Green",1200,1200,1200
"79.08","Arabica","racafe & cia s.c.a","NA","NA","NA","NA","6.75","6.75","6.42","6.83","7.58","7.5",10,10,10,"7.25","0.1",0,0,"NA","NA","NA","NA"
79,"Arabica","juan luis alvarado romero","Guatemala","various","Other","Washed / Wet","7.33","7.17","6.58","7.42","7.08","6.83",10,10,10,"6.58","0.12",0,0,"Green","1219.2","1219.2","1219.2"
79,"Arabica","cafes finos de exportacion s de r.l.","Honduras","various","Pacas","Washed / Wet",7,7,7,7,7,7,10,10,10,7,"0.11",0,0,"Green",1350,1350,1350
79,"Arabica","sustainable harvest coffee","Peru","NA","Typica","Washed / Wet","7.67","7.17","7.08","7.25",8,"7.5","8.67","9.33","9.33",7,0,0,0,"NA",1400,1400,1400
79,"Arabica","gonzalo de aquino flores","Mexico","NA","Mundo Novo","Natural / Dry","6.75","7.08","6.67","7.25","7.17","7.08",10,10,10,7,"0.12",0,0,"None",1300,1300,1300
